   02 0.2108392E-02 0.6577857E-02 0.2120490E-01 0.2286090E-05 0.1007988E-05 0.4444444E-06 0.0000000E+00 0.0000000E+00 0.0000000E+00
   03 0.8435996E-02 0.1243964E-01 0.2951639E-01 0.5143703E-05 0.2267973E-05 0.1000000E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   04 0.1477527E-01 0.1826104E-01 0.3766393E-01 0.9144360E-05 0.4031952E-05 0.1777778E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   05 0.2112780E-01 0.2404716E-01 0.4566409E-01 0.1428806E-04 0.6299926E-05 0.2777778E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   06 0.2749560E-01 0.2980464E-01 0.5353847E-01 0.2057481E-04 0.9071893E-05 0.4000000E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   07 0.3388040E-01 0.3553910E-01 0.6130537E-01 0.2800460E-04 0.1234785E-04 0.5444444E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   08 0.4028376E-01 0.4125519E-01 0.6897958E-01 0.3657744E-04 0.1612781E-04 0.7111111E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   09 0.4670662E-01 0.4695641E-01 0.7657278E-01 0.4629332E-04 0.2041176E-04 0.9000000E-05 0.0000000E+00 0.0000000E+00 0.0000000E+00
   10 0.5314978E-01 0.5264564E-01 0.8409451E-01 0.5715225E-04 0.2519970E-04 0.1111111E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   11 0.5961428E-01 0.5832549E-01 0.9155273E-01 0.6915422E-04 0.3049164E-04 0.1344444E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   12 0.6610063E-01 0.6399790E-01 0.9895397E-01 0.8229924E-04 0.3628757E-04 0.1600000E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   13 0.7260913E-01 0.6966442E-01 0.1063036E+00 0.9658730E-04 0.4258750E-04 0.1877778E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   14 0.7914056E-01 0.7532672E-01 0.1136065E+00 0.1120184E-03 0.4939142E-04 0.2177778E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   15 0.8569515E-01 0.8098595E-01 0.1208666E+00 0.1285926E-03 0.5669933E-04 0.2500000E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   16 0.9227312E-01 0.8664314E-01 0.1280875E+00 0.1463098E-03 0.6451124E-04 0.2844444E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   17 0.9887501E-01 0.9229935E-01 0.1352723E+00 0.1651700E-03 0.7282714E-04 0.3211111E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
   18 0.1055009E+00 0.9795536E-01 0.1424237E+00 0.1851733E-03 0.8164704E-04 0.3600000E-04 0.0000000E+00 0.0000000E+00 0.0000000E+00
