# ll                            TT_ab/TT                EE_ab/EE
2.560000000000000000e+02 9.975556948265141832e-01 1.005144739651086860e+00
2.570000000000000000e+02 9.975292247880133134e-01 1.005102358339698743e+00
2.580000000000000000e+02 9.975042738969114309e-01 1.005073194020131400e+00
2.590000000000000000e+02 9.974830286245374156e-01 1.005041476875113915e+00
2.600000000000000000e+02 9.974549202380101898e-01 1.004997367154423893e+00
2.610000000000000000e+02 9.974240161317413644e-01 1.004959021475675618e+00
2.620000000000000000e+02 9.974083386545145036e-01 1.004923771222451245e+00
2.630000000000000000e+02 9.973807796460298913e-01 1.004883476253242147e+00
2.640000000000000000e+02 9.973463522558965177e-01 1.004837575685533890e+00
2.650000000000000000e+02 9.973231189279047060e-01 1.004798811365910982e+00
2.660000000000000000e+02 9.972967259416917196e-01 1.004752467277470140e+00
2.670000000000000000e+02 9.972688166969551071e-01 1.004711384977672317e+00
2.680000000000000000e+02 9.972344414229801224e-01 1.004672213190498153e+00
2.690000000000000000e+02 9.972113747227647762e-01 1.004619611704672621e+00
2.700000000000000000e+02 9.971850926874392673e-01 1.004573639900801840e+00
2.710000000000000000e+02 9.971578261128049014e-01 1.004532198704647161e+00
2.720000000000000000e+02 9.971344997830120516e-01 1.004482848575976028e+00
2.730000000000000000e+02 9.971072646783415427e-01 1.004434542463567670e+00
2.740000000000000000e+02 9.970750325772826939e-01 1.004393497809079161e+00
2.750000000000000000e+02 9.970502752939037761e-01 1.004339700845668926e+00
2.760000000000000000e+02 9.970243839234053107e-01 1.004293849780163228e+00
2.770000000000000000e+02 9.969930269686508861e-01 1.004247197465436114e+00
2.780000000000000000e+02 9.969670351274798614e-01 1.004200739517788321e+00
2.790000000000000000e+02 9.969362567002538755e-01 1.004147069529919944e+00
2.800000000000000000e+02 9.969157916630589922e-01 1.004103800587905271e+00
2.810000000000000000e+02 9.968847383748197233e-01 1.004056172598207342e+00
2.820000000000000000e+02 9.968536703022140566e-01 1.003998521555948598e+00
2.830000000000000000e+02 9.968297185996684018e-01 1.003958291994471841e+00
2.840000000000000000e+02 9.968038784409468667e-01 1.003910359961217358e+00
2.850000000000000000e+02 9.967754286836827404e-01 1.003860245329364798e+00
2.860000000000000000e+02 9.967410436306467503e-01 1.003812156686258339e+00
2.870000000000000000e+02 9.967141422824439267e-01 1.003765796141985245e+00
2.880000000000000000e+02 9.966905096841160994e-01 1.003717908671201586e+00
2.890000000000000000e+02 9.966588974850452143e-01 1.003661978205679040e+00
2.900000000000000000e+02 9.966370960314959726e-01 1.003628126107630525e+00
2.910000000000000000e+02 9.965964919736479688e-01 1.003589034718092465e+00
2.920000000000000000e+02 9.965697726072013651e-01 1.003507785404298414e+00
2.930000000000000000e+02 9.965507146049454867e-01 1.003469946235320709e+00
2.940000000000000000e+02 9.965179407453927940e-01 1.003422284952614429e+00
2.950000000000000000e+02 9.964955379191996476e-01 1.003379047916534761e+00
2.960000000000000000e+02 9.964595240898427297e-01 1.003326470977449425e+00
2.970000000000000000e+02 9.964297793474461429e-01 1.003263876556018230e+00
2.980000000000000000e+02 9.964020812802949489e-01 1.003251385255472972e+00
2.990000000000000000e+02 9.963738520639853213e-01 1.003182700398315363e+00
3.000000000000000000e+02 9.963423259953192446e-01 1.003122260795549225e+00
3.010000000000000000e+02 9.963213475020537002e-01 1.003079880980889182e+00
3.020000000000000000e+02 9.962943397519962163e-01 1.003032110635222240e+00
3.030000000000000000e+02 9.962602020556518001e-01 1.003003733711118395e+00
3.040000000000000000e+02 9.962386341743099116e-01 1.002956548815672200e+00
3.050000000000000000e+02 9.962082687779868495e-01 1.002888272633364553e+00
3.060000000000000000e+02 9.961786143425445106e-01 1.002821035464941390e+00
3.070000000000000000e+02 9.961515868098039794e-01 1.002827003120595473e+00
3.080000000000000000e+02 9.961297774278344841e-01 1.002772601463702618e+00
3.090000000000000000e+02 9.961012237257015345e-01 1.002676307460140359e+00
3.100000000000000000e+02 9.960722726940611782e-01 1.002676429678322823e+00
3.110000000000000000e+02 9.960484154045977645e-01 1.002623552555238717e+00
3.120000000000000000e+02 9.960224664165571173e-01 1.002554664037577536e+00
3.130000000000000000e+02 9.959970102176508577e-01 1.002543172704103869e+00
3.140000000000000000e+02 9.959693986612110361e-01 1.002461775545369971e+00
3.150000000000000000e+02 9.959471818431686607e-01 1.002412466590810958e+00
3.160000000000000000e+02 9.959247560358231999e-01 1.002380608248552907e+00
3.170000000000000000e+02 9.958955862083602728e-01 1.002321167195369789e+00
3.180000000000000000e+02 9.958695322396083904e-01 1.002297797093002707e+00
3.190000000000000000e+02 9.958574787863774258e-01 1.002229044281607306e+00
3.200000000000000000e+02 9.958297780141597277e-01 1.002189122486048634e+00
3.210000000000000000e+02 9.958039080967201473e-01 1.002149776412631921e+00
3.220000000000000000e+02 9.957840680782709120e-01 1.002087697036319280e+00
3.230000000000000000e+02 9.957600768916062828e-01 1.002063527311714219e+00
3.240000000000000000e+02 9.957450187691727628e-01 1.001978594626477648e+00
3.250000000000000000e+02 9.957213500606868495e-01 1.001931651917854049e+00
3.260000000000000000e+02 9.956978928222975922e-01 1.001919559645899849e+00
3.270000000000000000e+02 9.956807201359394455e-01 1.001853054758113037e+00
3.280000000000000000e+02 9.956621396884952624e-01 1.001804011663659066e+00
3.290000000000000000e+02 9.956421516645406200e-01 1.001748550876196298e+00
3.300000000000000000e+02 9.956287524096208985e-01 1.001710107253921622e+00
3.310000000000000000e+02 9.956160609214363966e-01 1.001673011887009634e+00
3.320000000000000000e+02 9.955943283584957060e-01 1.001620206985715855e+00
3.330000000000000000e+02 9.955813972031772874e-01 1.001581126440655778e+00
3.340000000000000000e+02 9.955692114259396819e-01 1.001510352985353069e+00
3.350000000000000000e+02 9.955456335128345380e-01 1.001454351151026101e+00
3.360000000000000000e+02 9.955393716754161737e-01 1.001432411836921332e+00
3.370000000000000000e+02 9.955317003647793372e-01 1.001371832610012058e+00
3.380000000000000000e+02 9.955140999943643543e-01 1.001333474380835753e+00
3.390000000000000000e+02 9.955097978766271893e-01 1.001302898342223413e+00
3.400000000000000000e+02 9.954927336396460769e-01 1.001225227200634116e+00
3.410000000000000000e+02 9.954852312085665789e-01 1.001182323864132195e+00
3.420000000000000000e+02 9.954833815420803811e-01 1.001155900246275987e+00
3.430000000000000000e+02 9.954825876811240759e-01 1.001085274595708619e+00
3.440000000000000000e+02 9.954745142554676240e-01 1.001031597059458322e+00
3.450000000000000000e+02 9.954665572570732257e-01 1.001010856946208172e+00
3.460000000000000000e+02 9.954672395794514905e-01 1.000945564411843458e+00
3.470000000000000000e+02 9.954687032677184133e-01 1.000884810340421760e+00
3.480000000000000000e+02 9.954613084610829388e-01 1.000856745609680853e+00
3.490000000000000000e+02 9.954594514852153075e-01 1.000796177744545323e+00
3.500000000000000000e+02 9.954804776030156122e-01 1.000742308964723160e+00
3.510000000000000000e+02 9.954772435546569431e-01 1.000700059060466440e+00
3.520000000000000000e+02 9.954848882626811113e-01 1.000657654846692779e+00
3.530000000000000000e+02 9.954772639336393336e-01 1.000608979598336834e+00
3.540000000000000000e+02 9.954891733285843314e-01 1.000543608632069370e+00
3.550000000000000000e+02 9.955130291285820832e-01 1.000509997889036384e+00
3.560000000000000000e+02 9.955125755088920503e-01 1.000463776756300049e+00
3.570000000000000000e+02 9.955298143265101096e-01 1.000394740251530745e+00
3.580000000000000000e+02 9.955435481752595850e-01 1.000342107354156296e+00
3.590000000000000000e+02 9.955595742237817181e-01 1.000298025959921233e+00
3.600000000000000000e+02 9.955764028327538373e-01 1.000253256625776688e+00
3.610000000000000000e+02 9.955942300934593758e-01 1.000206714350849735e+00
3.620000000000000000e+02 9.956139395188716712e-01 1.000171366283408192e+00
3.630000000000000000e+02 9.956318670850058394e-01 1.000096629718094432e+00
3.640000000000000000e+02 9.956621463919850257e-01 1.000037305362184492e+00
3.650000000000000000e+02 9.956925782841667960e-01 1.000004626326309154e+00
3.660000000000000000e+02 9.957186974944386426e-01 9.999433132232943278e-01
3.670000000000000000e+02 9.957281975070118030e-01 9.998837019894213363e-01
3.680000000000000000e+02 9.957744672667379060e-01 9.998493062911290030e-01
3.690000000000000000e+02 9.958242432705263214e-01 9.998040201801030591e-01
3.700000000000000000e+02 9.958339781035006055e-01 9.997354166321483770e-01
3.710000000000000000e+02 9.958788158349969333e-01 9.996852189996924265e-01
3.720000000000000000e+02 9.959189423109132688e-01 9.996316751150513547e-01
3.730000000000000000e+02 9.959517978973556618e-01 9.995757584127551443e-01
3.740000000000000000e+02 9.959823533381607641e-01 9.995347754104745297e-01
3.750000000000000000e+02 9.960379652909988613e-01 9.994824261785324460e-01
3.760000000000000000e+02 9.960957926821608632e-01 9.994185153613455164e-01
3.770000000000000000e+02 9.961306137079498635e-01 9.993702187061496156e-01
3.780000000000000000e+02 9.961713965522542846e-01 9.993164096707353172e-01
3.790000000000000000e+02 9.962200619549654856e-01 9.992706511198794495e-01
3.800000000000000000e+02 9.962875140004842089e-01 9.991990555191462287e-01
3.810000000000000000e+02 9.963296970352513160e-01 9.991369893233680299e-01
3.820000000000000000e+02 9.963671110614310544e-01 9.991067915352268569e-01
3.830000000000000000e+02 9.964573479287091029e-01 9.990282589984049721e-01
3.840000000000000000e+02 9.964983662926815144e-01 9.989803610743749340e-01
3.850000000000000000e+02 9.965448200581595861e-01 9.989460086305237407e-01
3.860000000000000000e+02 9.966262403461187969e-01 9.988710908586913018e-01
