# ll                            TT_ab/TT                EE_ab/EE
1.070000000000000000e+02 1.000756496112209071e+00 1.000320885823753336e+00
1.080000000000000000e+02 1.000747164182253623e+00 1.000357873711674950e+00
1.090000000000000000e+02 1.000747541041515198e+00 1.000401590954541398e+00
1.100000000000000000e+02 1.000747006035531017e+00 1.000437153964978787e+00
1.110000000000000000e+02 1.000740604708413972e+00 1.000472605013697613e+00
1.120000000000000000e+02 1.000738264130006216e+00 1.000511064390027238e+00
1.130000000000000000e+02 1.000735950044370659e+00 1.000556133290913197e+00
1.140000000000000000e+02 1.000729715107245843e+00 1.000592669082779773e+00
1.150000000000000000e+02 1.000729235914219695e+00 1.000629365217140077e+00
1.160000000000000000e+02 1.000729916603169123e+00 1.000688642709089526e+00
1.170000000000000000e+02 1.000720368841252039e+00 1.000718762280855767e+00
1.180000000000000000e+02 1.000720620261342564e+00 1.000740931656559640e+00
1.190000000000000000e+02 1.000721982424004564e+00 1.000810791067345384e+00
1.200000000000000000e+02 1.000719543356237029e+00 1.000844406647233731e+00
1.210000000000000000e+02 1.000720688993728125e+00 1.000875385482800750e+00
1.220000000000000000e+02 1.000721575584530898e+00 1.000948792880424820e+00
1.230000000000000000e+02 1.000719512397264976e+00 1.000983998827233101e+00
1.240000000000000000e+02 1.000719809466485755e+00 1.001029171090598746e+00
1.250000000000000000e+02 1.000723143086479583e+00 1.001070319622894500e+00
1.260000000000000000e+02 1.000722071858509477e+00 1.001117411916325306e+00
1.270000000000000000e+02 1.000725250071988759e+00 1.001174999145073130e+00
1.280000000000000000e+02 1.000725671248137605e+00 1.001217704083359861e+00
1.290000000000000000e+02 1.000722815235199459e+00 1.001275398267762906e+00
1.300000000000000000e+02 1.000725968428306745e+00 1.001321179089347257e+00
1.310000000000000000e+02 1.000727805273621263e+00 1.001367101328817011e+00
1.320000000000000000e+02 1.000728930063102373e+00 1.001424884034087359e+00
1.330000000000000000e+02 1.000733740029637220e+00 1.001469378798296672e+00
1.340000000000000000e+02 1.000734253069961666e+00 1.001523657147158630e+00
1.350000000000000000e+02 1.000738146802261364e+00 1.001586824833751832e+00
1.360000000000000000e+02 1.000742306666374759e+00 1.001641276477751585e+00
1.370000000000000000e+02 1.000741777349112294e+00 1.001690318600048091e+00
1.380000000000000000e+02 1.000749798062187335e+00 1.001739375293073220e+00
1.390000000000000000e+02 1.000756934527623487e+00 1.001796680839970310e+00
1.400000000000000000e+02 1.000758860821855167e+00 1.001859555578021643e+00
1.410000000000000000e+02 1.000762475702148047e+00 1.001930814642900014e+00
1.420000000000000000e+02 1.000764497156994226e+00 1.001968240837830537e+00
1.430000000000000000e+02 1.000770834690519306e+00 1.002033439884904009e+00
1.440000000000000000e+02 1.000780532520067601e+00 1.002095966030273289e+00
1.450000000000000000e+02 1.000781545613020684e+00 1.002149675205495472e+00
1.460000000000000000e+02 1.000784886069872037e+00 1.002209779358358865e+00
1.470000000000000000e+02 1.000796653091727384e+00 1.002261857422442004e+00
1.480000000000000000e+02 1.000801032621584152e+00 1.002345245248359662e+00
1.490000000000000000e+02 1.000806768134186120e+00 1.002394473537393971e+00
1.500000000000000000e+02 1.000814066660666191e+00 1.002445497283119158e+00
1.510000000000000000e+02 1.000823020580115630e+00 1.002531476964559909e+00
1.520000000000000000e+02 1.000832814100099277e+00 1.002599676880503665e+00
1.530000000000000000e+02 1.000837156117596161e+00 1.002637900481830213e+00
1.540000000000000000e+02 1.000842952953668652e+00 1.002705917790762236e+00
1.550000000000000000e+02 1.000857559775750527e+00 1.002772262974922279e+00
1.560000000000000000e+02 1.000863587564284618e+00 1.002826469226443251e+00
1.570000000000000000e+02 1.000866224935747173e+00 1.002900362903405007e+00
1.580000000000000000e+02 1.000880925059809412e+00 1.002959970803275702e+00
1.590000000000000000e+02 1.000888612785693743e+00 1.003027383507457682e+00
1.600000000000000000e+02 1.000892860248683514e+00 1.003088929878323210e+00
1.610000000000000000e+02 1.000907894225892214e+00 1.003135692563226211e+00
1.620000000000000000e+02 1.000911397425612970e+00 1.003214533416258103e+00
1.630000000000000000e+02 1.000921585761626487e+00 1.003279543893261128e+00
1.640000000000000000e+02 1.000934793608488027e+00 1.003336970118292593e+00
1.650000000000000000e+02 1.000938925349912578e+00 1.003391040334200790e+00
1.660000000000000000e+02 1.000946990352612920e+00 1.003465126227740978e+00
1.670000000000000000e+02 1.000958024773173083e+00 1.003519887699161561e+00
1.680000000000000000e+02 1.000971699766484146e+00 1.003565625565941311e+00
1.690000000000000000e+02 1.000981241587425741e+00 1.003636871392547869e+00
1.700000000000000000e+02 1.000994607173457673e+00 1.003671873811134985e+00
1.710000000000000000e+02 1.001006105544368641e+00 1.003720551308550979e+00
1.720000000000000000e+02 1.001020909945631754e+00 1.003790795711845263e+00
1.730000000000000000e+02 1.001033498681842993e+00 1.003817038353479019e+00
1.740000000000000000e+02 1.001041899202683716e+00 1.003849834158894616e+00
1.750000000000000000e+02 1.001059413724036506e+00 1.003898743136288907e+00
1.760000000000000000e+02 1.001073012959073694e+00 1.003928130011929598e+00
1.770000000000000000e+02 1.001083502230759148e+00 1.003939244137973530e+00
1.780000000000000000e+02 1.001100364572431234e+00 1.003962064191277426e+00
1.790000000000000000e+02 1.001113932685725239e+00 1.004000942021681553e+00
1.800000000000000000e+02 1.001124472963002887e+00 1.004002880187404800e+00
1.810000000000000000e+02 1.001140720183140376e+00 1.004003538615778401e+00
1.820000000000000000e+02 1.001156159444451799e+00 1.004000928825609540e+00
1.830000000000000000e+02 1.001169153545285795e+00 1.004006396408992696e+00
1.840000000000000000e+02 1.001182835614753630e+00 1.003970475886795999e+00
1.850000000000000000e+02 1.001206003158038316e+00 1.003941413008848427e+00
1.860000000000000000e+02 1.001219149932387475e+00 1.003912460276169538e+00
1.870000000000000000e+02 1.001224579268463311e+00 1.003856341181701639e+00
1.880000000000000000e+02 1.001251151365406988e+00 1.003803732791843650e+00
1.890000000000000000e+02 1.001259284190677334e+00 1.003732110168153779e+00
1.900000000000000000e+02 1.001271679436960493e+00 1.003649234407313351e+00
1.910000000000000000e+02 1.001294827374329843e+00 1.003557536363164138e+00
1.920000000000000000e+02 1.001310348280506579e+00 1.003451728254329378e+00
1.930000000000000000e+02 1.001325816588853224e+00 1.003333725480434424e+00
1.940000000000000000e+02 1.001339745396286673e+00 1.003199254266478047e+00
1.950000000000000000e+02 1.001359892076296054e+00 1.003054223123531763e+00
1.960000000000000000e+02 1.001376726511922666e+00 1.002893152116262954e+00
1.970000000000000000e+02 1.001390932813741363e+00 1.002716377992815877e+00
1.980000000000000000e+02 1.001409369559568496e+00 1.002527521900920648e+00
1.990000000000000000e+02 1.001423642115105483e+00 1.002328639559350698e+00
2.000000000000000000e+02 1.001440886687518406e+00 1.002109164814896758e+00
2.010000000000000000e+02 1.001460489823299049e+00 1.001880050220618878e+00
2.020000000000000000e+02 1.001478338906733656e+00 1.001642556769131387e+00
2.030000000000000000e+02 1.001501077168992948e+00 1.001385588145076833e+00
2.040000000000000000e+02 1.001516690595422476e+00 1.001123750102706378e+00
2.050000000000000000e+02 1.001536253396112075e+00 1.000848491641770144e+00
2.060000000000000000e+02 1.001557715620315037e+00 1.000569288343317265e+00
2.070000000000000000e+02 1.001578515335924235e+00 1.000280272665320602e+00
2.080000000000000000e+02 1.001600603673385992e+00 9.999869712023183865e-01
2.090000000000000000e+02 1.001618999535789367e+00 9.996892599176929739e-01
2.100000000000000000e+02 1.001641323980636322e+00 9.993830238335774663e-01
2.110000000000000000e+02 1.001662643585205847e+00 9.990855724224916301e-01
2.120000000000000000e+02 1.001684974225085734e+00 9.987811326528071021e-01
2.130000000000000000e+02 1.001704994949862204e+00 9.984921315631500871e-01
2.140000000000000000e+02 1.001723889473177476e+00 9.981766579902083825e-01
2.150000000000000000e+02 1.001750356023797695e+00 9.978812457397667757e-01
2.160000000000000000e+02 1.001769662157412810e+00 9.976163920950700259e-01
2.170000000000000000e+02 1.001790076690028064e+00 9.973295584351044019e-01
2.180000000000000000e+02 1.001814104476653533e+00 9.970745431083714028e-01
2.190000000000000000e+02 1.001834388987659752e+00 9.968068408854514617e-01
2.200000000000000000e+02 1.001856411267720848e+00 9.965549804956196356e-01
2.210000000000000000e+02 1.001876366823641007e+00 9.963125293994413711e-01
2.220000000000000000e+02 1.001904091017176812e+00 9.960747311487078148e-01
2.230000000000000000e+02 1.001925517679067790e+00 9.958761751689683139e-01
2.240000000000000000e+02 1.001944266345121903e+00 9.956818654675266833e-01
2.250000000000000000e+02 1.001970083529573730e+00 9.954654661776823898e-01
2.260000000000000000e+02 1.001993813139671508e+00 9.952910364723164260e-01
2.270000000000000000e+02 1.002020121534528130e+00 9.951468035606360063e-01
2.280000000000000000e+02 1.002039816578905063e+00 9.949666740296997380e-01
2.290000000000000000e+02 1.002062630162512846e+00 9.948333593542557640e-01
2.300000000000000000e+02 1.002092202762847828e+00 9.947123342525099332e-01
2.310000000000000000e+02 1.002115796906260847e+00 9.945955467850436937e-01
2.320000000000000000e+02 1.002135699002861369e+00 9.944914452962820839e-01
2.330000000000000000e+02 1.002166633396500917e+00 9.943747285226590682e-01
2.340000000000000000e+02 1.002193111044789919e+00 9.942889161593423397e-01
2.350000000000000000e+02 1.002217050205602478e+00 9.942305171536146569e-01
2.360000000000000000e+02 1.002245757406152737e+00 9.941592257911193720e-01
2.370000000000000000e+02 1.002271733448563351e+00 9.940953138481241069e-01
2.380000000000000000e+02 1.002294030476414077e+00 9.940448753443600349e-01
2.390000000000000000e+02 1.002324180498579187e+00 9.940044135631475042e-01
2.400000000000000000e+02 1.002352081760343738e+00 9.939759676418976619e-01
2.410000000000000000e+02 1.002371714001811132e+00 9.939493134247735506e-01
2.420000000000000000e+02 1.002404550559442553e+00 9.939204712064031444e-01
2.430000000000000000e+02 1.002431293013172020e+00 9.939144888962997415e-01
2.440000000000000000e+02 1.002459555323321094e+00 9.939061826065608285e-01
2.450000000000000000e+02 1.002490087489292581e+00 9.938938067031780621e-01
2.460000000000000000e+02 1.002512661963893548e+00 9.939084176064759690e-01
2.470000000000000000e+02 1.002542330866381226e+00 9.938932448029407229e-01
2.480000000000000000e+02 1.002566333015382449e+00 9.939102609487615592e-01
2.490000000000000000e+02 1.002595949507547379e+00 9.939278550624510711e-01
2.500000000000000000e+02 1.002623560580522932e+00 9.939414874236459640e-01
2.510000000000000000e+02 1.002656669211380303e+00 9.939682064217604252e-01
2.520000000000000000e+02 1.002684881731914057e+00 9.940004056296898316e-01
2.530000000000000000e+02 1.002704701455089165e+00 9.940191518005476734e-01
2.540000000000000000e+02 1.002738904460361624e+00 9.940521062050435841e-01
2.550000000000000000e+02 1.002766296460815720e+00 9.940878271786577347e-01
2.560000000000000000e+02 1.002795993178942524e+00 9.941150323094234409e-01
2.570000000000000000e+02 1.002826271741495745e+00 9.941635114677711549e-01
2.580000000000000000e+02 1.002854812580866506e+00 9.941968719660687626e-01
2.590000000000000000e+02 1.002879114634998903e+00 9.942331525917804669e-01
2.600000000000000000e+02 1.002911267272015738e+00 9.942836088439342968e-01
2.610000000000000000e+02 1.002946617878505586e+00 9.943274717205444757e-01
2.620000000000000000e+02 1.002964551039988272e+00 9.943677938000624605e-01
2.630000000000000000e+02 1.002996075254140029e+00 9.944138864321429017e-01
2.640000000000000000e+02 1.003035456076561971e+00 9.944663911993930627e-01
2.650000000000000000e+02 1.003062032228874578e+00 9.945107329511627681e-01
2.660000000000000000e+02 1.003092222652813392e+00 9.945637450531580326e-01
2.670000000000000000e+02 1.003124147495406682e+00 9.946107382973962130e-01
2.680000000000000000e+02 1.003163468703167638e+00 9.946555461433778111e-01
2.690000000000000000e+02 1.003189854253205615e+00 9.947157159606190291e-01
2.700000000000000000e+02 1.003219917762580682e+00 9.947683022135308528e-01
2.710000000000000000e+02 1.003251107467335146e+00 9.948157059923357082e-01
2.720000000000000000e+02 1.003277790002600423e+00 9.948721566453235798e-01
2.730000000000000000e+02 1.003308943709474876e+00 9.949274130684002682e-01
2.740000000000000000e+02 1.003345813383393237e+00 9.949743632509008284e-01
2.750000000000000000e+02 1.003374132758652726e+00 9.950359005517152022e-01
2.760000000000000000e+02 1.003403749394125466e+00 9.950883486943578049e-01
2.770000000000000000e+02 1.003439618005196099e+00 9.951417133704113516e-01
2.780000000000000000e+02 1.003469349567118307e+00 9.951948557137404450e-01
2.790000000000000000e+02 1.003504556411793924e+00 9.952562477697005638e-01
2.800000000000000000e+02 1.003527965970070213e+00 9.953057422714695068e-01
2.810000000000000000e+02 1.003563487222916439e+00 9.953602230031581843e-01
2.820000000000000000e+02 1.003599025387311938e+00 9.954261689098571342e-01
2.830000000000000000e+02 1.003626423274314172e+00 9.954721867233041754e-01
2.840000000000000000e+02 1.003655981329630409e+00 9.955270152445074849e-01
2.850000000000000000e+02 1.003688524453998143e+00 9.955843403978251738e-01
2.860000000000000000e+02 1.003727856847836941e+00 9.956393480619942782e-01
2.870000000000000000e+02 1.003758628777175144e+00 9.956923789874964070e-01
2.880000000000000000e+02 1.003785661647064842e+00 9.957471565345559217e-01
2.890000000000000000e+02 1.003821822227147997e+00 9.958111343069683263e-01
2.900000000000000000e+02 1.003846760486116541e+00 9.958498570639560121e-01
2.910000000000000000e+02 1.003893206678683647e+00 9.958945729446444517e-01
2.920000000000000000e+02 1.003923770442628038e+00 9.959875124554824488e-01
2.930000000000000000e+02 1.003945570520985431e+00 9.960307959454106630e-01
2.940000000000000000e+02 1.003983059901915054e+00 9.960853147603244695e-01
2.950000000000000000e+02 1.004008686059362443e+00 9.961347727655146533e-01
2.960000000000000000e+02 1.004049881578777059e+00 9.961949145042168219e-01
2.970000000000000000e+02 1.004083906011467464e+00 9.962665150462686192e-01
2.980000000000000000e+02 1.004115589292125188e+00 9.962808036021737479e-01
2.990000000000000000e+02 1.004147880143981597e+00 9.963593708752754852e-01
3.000000000000000000e+02 1.004183942201168689e+00 9.964285065621388826e-01
3.010000000000000000e+02 1.004207939091864343e+00 9.964769840084084507e-01
3.020000000000000000e+02 1.004238832732216036e+00 9.965316275783231426e-01
3.030000000000000000e+02 1.004277882179543280e+00 9.965640873902544827e-01
3.040000000000000000e+02 1.004302553259803776e+00 9.966180612750409340e-01
3.050000000000000000e+02 1.004337287646457133e+00 9.966961610729249132e-01
3.060000000000000000e+02 1.004371208778777946e+00 9.967730723630214840e-01
3.070000000000000000e+02 1.004402125048156291e+00 9.967662460777098055e-01
3.080000000000000000e+02 1.004427072376290919e+00 9.968284750756457591e-01
3.090000000000000000e+02 1.004459734401173421e+00 9.969386239146914575e-01
3.100000000000000000e+02 1.004492850923556890e+00 9.969384841116881724e-01
3.110000000000000000e+02 1.004520140813269347e+00 9.969989692250320612e-01
3.120000000000000000e+02 1.004549823356328586e+00 9.970777694614253450e-01
3.130000000000000000e+02 1.004578942207475345e+00 9.970909141744334070e-01
3.140000000000000000e+02 1.004610526530211656e+00 9.971840228022239572e-01
3.150000000000000000e+02 1.004635939916550758e+00 9.972404263569452088e-01
3.160000000000000000e+02 1.004661592361691502e+00 9.972768684954360641e-01
3.170000000000000000e+02 1.004694959160363776e+00 9.973448619608397125e-01
3.180000000000000000e+02 1.004724761788818199e+00 9.973715945667017690e-01
3.190000000000000000e+02 1.004738549499690770e+00 9.974502395713352731e-01
3.200000000000000000e+02 1.004770235874621553e+00 9.974959053373304574e-01
3.210000000000000000e+02 1.004799827970357162e+00 9.975409125459575588e-01
3.220000000000000000e+02 1.004822522581838573e+00 9.976119239379088732e-01
3.230000000000000000e+02 1.004849965633956899e+00 9.976395712161070239e-01
3.240000000000000000e+02 1.004867190327529691e+00 9.977367240639457568e-01
3.250000000000000000e+02 1.004894264503127133e+00 9.977904209159330629e-01
3.260000000000000000e+02 1.004921096782191547e+00 9.978042530307886793e-01
3.270000000000000000e+02 1.004940740284337775e+00 9.978803266792983795e-01
3.280000000000000000e+02 1.004961994097028244e+00 9.979364261218127696e-01
3.290000000000000000e+02 1.004984858009130511e+00 9.979998666386218353e-01
3.300000000000000000e+02 1.005000185156396997e+00 9.980438415509280681e-01
3.310000000000000000e+02 1.005014702703051821e+00 9.980862742201305204e-01
3.320000000000000000e+02 1.005039562159392386e+00 9.981466767203719392e-01
3.330000000000000000e+02 1.005054353856623228e+00 9.981913801962729593e-01
3.340000000000000000e+02 1.005068292930355156e+00 9.982723365761976275e-01
3.350000000000000000e+02 1.005095263246881254e+00 9.983363959859984371e-01
3.360000000000000000e+02 1.005102426040995311e+00 9.983614919409770083e-01
3.370000000000000000e+02 1.005111201104128549e+00 9.984307873411835121e-01
3.380000000000000000e+02 1.005131333825754814e+00 9.984746645739844828e-01
3.390000000000000000e+02 1.005136254934615669e+00 9.985096399102584286e-01
3.400000000000000000e+02 1.005155774383627465e+00 9.985984864194585864e-01
3.410000000000000000e+02 1.005164356268717363e+00 9.986475627121876864e-01
3.420000000000000000e+02 1.005166472066259642e+00 9.986777881750680264e-01
3.430000000000000000e+02 1.005167380148377809e+00 9.987585754840287988e-01
3.440000000000000000e+02 1.005176615183066113e+00 9.988199761744360750e-01
3.450000000000000000e+02 1.005185717038872273e+00 9.988437003868654296e-01
3.460000000000000000e+02 1.005184936543565888e+00 9.989183872478596404e-01
3.470000000000000000e+02 1.005183262259006449e+00 9.989878826493058250e-01
3.480000000000000000e+02 1.005191721034586871e+00 9.990199853493169080e-01
3.490000000000000000e+02 1.005193845193188551e+00 9.990892677530114341e-01
3.500000000000000000e+02 1.005169793825713143e+00 9.991508872032236477e-01
3.510000000000000000e+02 1.005173493190771650e+00 9.991992160475078322e-01
3.520000000000000000e+02 1.005164748557850096e+00 9.992477214034493072e-01
3.530000000000000000e+02 1.005173469879649728e+00 9.993034000739619005e-01
