# ll				TT_ab/TT 		EE_ab/EE
2.940000000000000000e+02 1.004954646993116540e+00 9.951304062882835311e-01
2.950000000000000000e+02 1.004986524134577675e+00 9.951919285758552558e-01
2.960000000000000000e+02 1.005037768469692949e+00 9.952667406781482429e-01
2.970000000000000000e+02 1.005080092476178688e+00 9.953558067276475629e-01
2.980000000000000000e+02 1.005119504253834117e+00 9.953735806884450588e-01
2.990000000000000000e+02 1.005159671807422495e+00 9.954713128624563812e-01
3.000000000000000000e+02 1.005204530475784841e+00 9.955573128050808629e-01
3.010000000000000000e+02 1.005234380923746285e+00 9.956176153461695488e-01
3.020000000000000000e+02 1.005272810444276743e+00 9.956855881123436447e-01
3.030000000000000000e+02 1.005321385216323193e+00 9.957259658404078451e-01
3.040000000000000000e+02 1.005352074308789589e+00 9.957931055652800012e-01
3.050000000000000000e+02 1.005395281448182132e+00 9.958902562329269292e-01
3.060000000000000000e+02 1.005437476956257736e+00 9.959859284802941026e-01
3.070000000000000000e+02 1.005475934625709389e+00 9.959774370604242977e-01
3.080000000000000000e+02 1.005506967351144310e+00 9.960548455667236345e-01
3.090000000000000000e+02 1.005547596617929029e+00 9.961918629924245705e-01
3.100000000000000000e+02 1.005588791247708613e+00 9.961916890872996033e-01
3.110000000000000000e+02 1.005622737955349288e+00 9.962669283235494611e-01
3.120000000000000000e+02 1.005659660955841028e+00 9.963649502875462360e-01
3.130000000000000000e+02 1.005695882763152360e+00 9.963813013880531422e-01
3.140000000000000000e+02 1.005735171444098519e+00 9.964971219868078434e-01
3.150000000000000000e+02 1.005766783913232931e+00 9.965672840505684915e-01
3.160000000000000000e+02 1.005798693754739848e+00 9.966126155133993025e-01
3.170000000000000000e+02 1.005840199710658744e+00 9.966971946126871318e-01
3.180000000000000000e+02 1.005877272088954610e+00 9.967304480983274484e-01
3.190000000000000000e+02 1.005894423033680374e+00 9.968282769649090547e-01
3.200000000000000000e+02 1.005933838660394208e+00 9.968850819730554758e-01
3.210000000000000000e+02 1.005970649150762730e+00 9.969410677820527145e-01
3.220000000000000000e+02 1.005998879654773637e+00 9.970294009701725635e-01
3.230000000000000000e+02 1.006033016885698572e+00 9.970637922440086509e-01
3.240000000000000000e+02 1.006054443195701475e+00 9.971846435686863019e-01
3.250000000000000000e+02 1.006088121570121841e+00 9.972514386841981882e-01
3.260000000000000000e+02 1.006121499042230694e+00 9.972686448643625079e-01
3.270000000000000000e+02 1.006145934180350476e+00 9.973632751443798350e-01
3.280000000000000000e+02 1.006172372431778594e+00 9.974330589138972192e-01
3.290000000000000000e+02 1.006200813533880467e+00 9.975119744646522291e-01
3.300000000000000000e+02 1.006219879429445019e+00 9.975666761694711449e-01
3.310000000000000000e+02 1.006237938238664809e+00 9.976194594321011744e-01
3.320000000000000000e+02 1.006268861657755087e+00 9.976945959034492217e-01
3.330000000000000000e+02 1.006287261491052298e+00 9.977502038902507087e-01
3.340000000000000000e+02 1.006304600720552500e+00 9.978509079454858099e-01
3.350000000000000000e+02 1.006338149901576884e+00 9.979305933556895658e-01
3.360000000000000000e+02 1.006347059914781017e+00 9.979618109624882605e-01
3.370000000000000000e+02 1.006357975477498723e+00 9.980480095773033300e-01
3.380000000000000000e+02 1.006383019170318915e+00 9.981025897756726772e-01
3.390000000000000000e+02 1.006389140684386341e+00 9.981460966394835044e-01
